moon_ra,  moon_dec, moon_phase_frac, jup_ra, jup_dec
113.30,  23.11, 0.15, 298.81, -21.00
114.02,  23.14, 0.15, 298.81, -21.00
114.69,  23.17, 0.16, 298.80, -21.00
115.30,  23.21, 0.16, 298.80, -21.00
115.86,  23.24, 0.16, 298.80, -21.00
116.37,  23.27, 0.16, 298.80, -21.00
116.82,  23.28, 0.17, 298.80, -21.00
117.24,  23.28, 0.17, 298.80, -21.00
117.63,  23.25, 0.17, 298.79, -21.00
118.00,  23.20, 0.18, 298.79, -21.00
118.37,  23.13, 0.18, 298.79, -21.01
118.76,  23.04, 0.19, 298.79, -21.01
119.18,  22.92, 0.19, 298.79, -21.01
119.63,  22.79, 0.19, 298.79, -21.01
120.14,  22.65, 0.20, 298.79, -21.01
120.70,  22.50, 0.20, 298.78, -21.01
121.31,  22.35, 0.20, 298.78, -21.01
121.98,  22.20, 0.21, 298.78, -21.01
122.70,  22.06, 0.21, 298.78, -21.01
123.46,  21.93, 0.21, 298.78, -21.01
124.24,  21.81, 0.22, 298.77, -21.01
125.05,  21.71, 0.22, 298.77, -21.01
125.86,  21.63, 0.22, 298.77, -21.01
126.67,  21.56, 0.23, 298.77, -21.01
127.45,  21.50, 0.23, 298.77, -21.01
128.20,  21.46, 0.24, 298.77, -21.01
128.91,  21.43, 0.24, 298.76, -21.01
129.57,  21.40, 0.24, 298.76, -21.01
130.18,  21.38, 0.25, 298.76, -21.01
130.72,  21.35, 0.25, 298.76, -21.01
131.22,  21.31, 0.26, 298.76, -21.01
131.67,  21.26, 0.26, 298.75, -21.01
132.07,  21.19, 0.26, 298.75, -21.01
132.45,  21.11, 0.27, 298.75, -21.02
132.82,  21.00, 0.27, 298.75, -21.02
133.19,  20.87, 0.28, 298.75, -21.02
133.57,  20.72, 0.28, 298.75, -21.02
133.98,  20.56, 0.28, 298.74, -21.02
134.44,  20.38, 0.29, 298.74, -21.02
134.94,  20.18, 0.29, 298.74, -21.02
135.49,  19.99, 0.30, 298.74, -21.02
136.10,  19.79, 0.30, 298.74, -21.02
136.76,  19.60, 0.30, 298.74, -21.02
137.47,  19.41, 0.31, 298.73, -21.02
138.22,  19.23, 0.31, 298.73, -21.02
139.00,  19.07, 0.32, 298.73, -21.02
139.79,  18.92, 0.32, 298.73, -21.02
140.59,  18.78, 0.33, 298.73, -21.02
141.38,  18.66, 0.33, 298.72, -21.02
142.15,  18.55, 0.33, 298.72, -21.02
142.88,  18.45, 0.34, 298.72, -21.02
143.57,  18.36, 0.34, 298.72, -21.02
144.21,  18.27, 0.35, 298.72, -21.02
144.80,  18.19, 0.35, 298.71, -21.02
145.33,  18.09, 0.36, 298.71, -21.02
145.81,  18.00, 0.36, 298.71, -21.03
146.24,  17.88, 0.37, 298.71, -21.03
146.63,  17.76, 0.37, 298.71, -21.03
147.00,  17.62, 0.37, 298.70, -21.03
147.35,  17.46, 0.38, 298.70, -21.03
147.71,  17.28, 0.38, 298.70, -21.03
148.08,  17.08, 0.39, 298.70, -21.03
148.49,  16.87, 0.39, 298.70, -21.03
148.93,  16.65, 0.40, 298.70, -21.03
149.42,  16.43, 0.40, 298.69, -21.03
149.97,  16.19, 0.41, 298.69, -21.03
150.57,  15.96, 0.41, 298.69, -21.03
151.22,  15.73, 0.42, 298.69, -21.03
151.92,  15.51, 0.42, 298.68, -21.03
152.65,  15.30, 0.42, 298.68, -21.03
153.42,  15.10, 0.43, 298.68, -21.03
154.19,  14.91, 0.43, 298.68, -21.03
154.97,  14.73, 0.44, 298.68, -21.03
155.74,  14.56, 0.44, 298.67, -21.03
156.49,  14.40, 0.45, 298.67, -21.03
157.20,  14.25, 0.45, 298.67, -21.03
157.87,  14.11, 0.46, 298.67, -21.04
158.49,  13.96, 0.46, 298.67, -21.04
159.06,  13.82, 0.47, 298.66, -21.04
159.57,  13.67, 0.47, 298.66, -21.04
160.02,  13.52, 0.48, 298.66, -21.04
160.44,  13.35, 0.48, 298.66, -21.04
160.81,  13.17, 0.49, 298.66, -21.04
161.16,  12.98, 0.49, 298.65, -21.04
161.51,  12.78, 0.49, 298.65, -21.04
161.85,  12.56, 0.50, 298.65, -21.04
162.22,  12.34, 0.50, 298.65, -21.04
162.61,  12.10, 0.51, 298.65, -21.04
163.05,  11.85, 0.51, 298.64, -21.04
163.53,  11.60, 0.52, 298.64, -21.04
164.07,  11.35, 0.52, 298.64, -21.04
164.67,  11.10, 0.53, 298.64, -21.04
165.31,  10.85, 0.53, 298.64, -21.04
166.00,  10.61, 0.54, 298.63, -21.04
166.72,  10.37, 0.54, 298.63, -21.04
167.48,  10.14, 0.55, 298.63, -21.05
168.24,  9.92, 0.55, 298.63, -21.05
169.00,  9.71, 0.56, 298.62, -21.05
169.76,  9.51, 0.56, 298.62, -21.05
170.49,  9.31, 0.57, 298.62, -21.05
171.18,  9.11, 0.57, 298.62, -21.05
171.83,  8.92, 0.58, 298.61, -21.05
172.43,  8.73, 0.58, 298.61, -21.05
172.98,  8.53, 0.59, 298.61, -21.05
173.47,  8.34, 0.59, 298.61, -21.05
173.91,  8.13, 0.59, 298.61, -21.05
174.31,  7.92, 0.60, 298.60, -21.05
174.67,  7.71, 0.60, 298.60, -21.05
175.01,  7.48, 0.61, 298.60, -21.05
175.34,  7.25, 0.61, 298.60, -21.05
175.68,  7.01, 0.62, 298.60, -21.05
176.04,  6.76, 0.62, 298.59, -21.05
176.44,  6.51, 0.63, 298.59, -21.05
176.87,  6.25, 0.63, 298.59, -21.05
177.36,  5.99, 0.64, 298.59, -21.05
177.90,  5.74, 0.64, 298.58, -21.06
178.49,  5.48, 0.65, 298.58, -21.06
179.14,  5.23, 0.65, 298.58, -21.06
179.82,  4.98, 0.66, 298.58, -21.06
180.55,  4.74, 0.66, 298.57, -21.06
181.29,  4.50, 0.66, 298.57, -21.06
182.05,  4.26, 0.67, 298.57, -21.06
182.81,  4.02, 0.67, 298.57, -21.06
183.55,  3.79, 0.68, 298.57, -21.06
184.27,  3.56, 0.68, 298.56, -21.06
184.95,  3.33, 0.69, 298.56, -21.06
185.59,  3.10, 0.69, 298.56, -21.06
186.18,  2.87, 0.70, 298.56, -21.06
186.71,  2.64, 0.70, 298.55, -21.06
187.19,  2.40, 0.71, 298.55, -21.06
187.63,  2.16, 0.71, 298.55, -21.06
188.01,  1.92, 0.71, 298.55, -21.06
188.37,  1.68, 0.72, 298.55, -21.06
188.71,  1.43, 0.72, 298.54, -21.06
189.04,  1.18, 0.73, 298.54, -21.07
189.38,  0.93, 0.73, 298.54, -21.07
189.75,  0.68, 0.74, 298.54, -21.07
190.15,  0.43, 0.74, 298.53, -21.07
190.59,  0.18, 0.74, 298.53, -21.07
191.09,  -0.06, 0.75, 298.53, -21.07
191.64,  -0.31, 0.75, 298.53, -21.07
192.24,  -0.55, 0.76, 298.52, -21.07
192.89,  -0.79, 0.76, 298.52, -21.07
193.59,  -1.04, 0.77, 298.52, -21.07
194.32,  -1.28, 0.77, 298.52, -21.07
195.07,  -1.52, 0.77, 298.51, -21.07
195.83,  -1.76, 0.78, 298.51, -21.07
196.59,  -2.01, 0.78, 298.51, -21.07
197.34,  -2.25, 0.79, 298.51, -21.07
198.06,  -2.50, 0.79, 298.50, -21.07
198.74,  -2.75, 0.79, 298.50, -21.07
199.38,  -3.01, 0.80, 298.50, -21.07
199.96,  -3.27, 0.80, 298.50, -21.08
200.50,  -3.53, 0.81, 298.49, -21.08
200.98,  -3.79, 0.81, 298.49, -21.08
201.41,  -4.05, 0.81, 298.49, -21.08
201.80,  -4.31, 0.82, 298.49, -21.08
202.16,  -4.56, 0.82, 298.48, -21.08
202.50,  -4.81, 0.83, 298.48, -21.08
202.84,  -5.06, 0.83, 298.48, -21.08
203.19,  -5.30, 0.83, 298.48, -21.08
203.57,  -5.54, 0.84, 298.47, -21.08
203.99,  -5.76, 0.84, 298.47, -21.08
204.45,  -5.99, 0.84, 298.47, -21.08
204.96,  -6.21, 0.85, 298.47, -21.08
205.53,  -6.43, 0.85, 298.46, -21.08
206.15,  -6.64, 0.85, 298.46, -21.08
206.82,  -6.86, 0.86, 298.46, -21.08
207.54,  -7.08, 0.86, 298.46, -21.08
208.28,  -7.30, 0.86, 298.45, -21.09
209.05,  -7.53, 0.87, 298.45, -21.09
209.83,  -7.77, 0.87, 298.45, -21.09
210.61,  -8.01, 0.87, 298.45, -21.09
211.37,  -8.25, 0.88, 298.44, -21.09
212.10,  -8.51, 0.88, 298.44, -21.09
212.79,  -8.77, 0.88, 298.44, -21.09
213.44,  -9.03, 0.89, 298.44, -21.09
214.03,  -9.30, 0.89, 298.43, -21.09
214.57,  -9.57, 0.89, 298.43, -21.09
215.06,  -9.84, 0.90, 298.43, -21.09
215.50,  -10.10, 0.90, 298.43, -21.09
215.90,  -10.36, 0.90, 298.42, -21.09
216.27,  -10.61, 0.91, 298.42, -21.09
216.63,  -10.84, 0.91, 298.42, -21.09
216.98,  -11.07, 0.91, 298.42, -21.09
217.35,  -11.28, 0.91, 298.41, -21.09
217.75,  -11.49, 0.92, 298.41, -21.10
218.19,  -11.68, 0.92, 298.41, -21.10
218.67,  -11.86, 0.92, 298.41, -21.10
219.21,  -12.04, 0.93, 298.40, -21.10
219.80,  -12.22, 0.93, 298.40, -21.10
220.45,  -12.39, 0.93, 298.40, -21.10
221.15,  -12.57, 0.93, 298.39, -21.10
221.89,  -12.76, 0.94, 298.39, -21.10
222.67,  -12.95, 0.94, 298.39, -21.10
223.46,  -13.15, 0.94, 298.39, -21.10
224.27,  -13.36, 0.94, 298.38, -21.10
225.06,  -13.58, 0.94, 298.38, -21.10
225.84,  -13.81, 0.95, 298.38, -21.10
226.60,  -14.05, 0.95, 298.38, -21.10
227.31,  -14.30, 0.95, 298.37, -21.10
227.97,  -14.56, 0.95, 298.37, -21.10
228.58,  -14.82, 0.96, 298.37, -21.10
229.14,  -15.07, 0.96, 298.36, -21.11
229.65,  -15.33, 0.96, 298.36, -21.11
230.10,  -15.57, 0.96, 298.36, -21.11
230.52,  -15.81, 0.96, 298.36, -21.11
230.91,  -16.03, 0.97, 298.35, -21.11
231.28,  -16.24, 0.97, 298.35, -21.11
231.66,  -16.43, 0.97, 298.35, -21.11
232.05,  -16.60, 0.97, 298.35, -21.11
232.47,  -16.75, 0.97, 298.34, -21.11
232.93,  -16.89, 0.97, 298.34, -21.11
233.44,  -17.02, 0.98, 298.34, -21.11
234.01,  -17.15, 0.98, 298.33, -21.11
234.63,  -17.27, 0.98, 298.33, -21.11
235.31,  -17.39, 0.98, 298.33, -21.11
236.04,  -17.51, 0.98, 298.33, -21.11
236.81,  -17.65, 0.98, 298.32, -21.11
237.61,  -17.79, 0.98, 298.32, -21.11
238.43,  -17.95, 0.98, 298.32, -21.12
239.27,  -18.12, 0.99, 298.31, -21.12
240.09,  -18.30, 0.99, 298.31, -21.12
240.90,  -18.50, 0.99, 298.31, -21.12
241.67,  -18.71, 0.99, 298.31, -21.12
242.41,  -18.93, 0.99, 298.30, -21.12
243.09,  -19.16, 0.99, 298.30, -21.12
243.72,  -19.39, 0.99, 298.30, -21.12
244.30,  -19.61, 0.99, 298.30, -21.12
244.82,  -19.83, 0.99, 298.29, -21.12
245.30,  -20.05, 0.99, 298.29, -21.12
245.73,  -20.24, 1.00, 298.29, -21.12
246.14,  -20.42, 1.00, 298.28, -21.12
246.53,  -20.57, 1.00, 298.28, -21.12
246.92,  -20.71, 1.00, 298.28, -21.12
247.34,  -20.82, 1.00, 298.27, -21.13
247.78,  -20.92, 1.00, 298.27, -21.13
248.26,  -21.00, 1.00, 298.27, -21.13
248.79,  -21.06, 1.00, 298.27, -21.13
249.38,  -21.12, 1.00, 298.26, -21.13
250.03,  -21.17, 1.00, 298.26, -21.13
250.73,  -21.23, 1.00, 298.26, -21.13
251.48,  -21.29, 1.00, 298.25, -21.13
252.27,  -21.37, 1.00, 298.25, -21.13
253.10,  -21.45, 1.00, 298.25, -21.13
253.95,  -21.55, 1.00, 298.25, -21.13
254.80,  -21.67, 1.00, 298.24, -21.13
255.64,  -21.80, 1.00, 298.24, -21.13
256.47,  -21.95, 1.00, 298.24, -21.13
257.26,  -22.11, 1.00, 298.23, -21.13
258.01,  -22.28, 1.00, 298.23, -21.13
258.71,  -22.46, 1.00, 298.23, -21.14
259.36,  -22.64, 1.00, 298.23, -21.14
259.95,  -22.82, 1.00, 298.22, -21.14
260.48,  -22.99, 1.00, 298.22, -21.14
260.97,  -23.15, 1.00, 298.22, -21.14
261.41,  -23.29, 1.00, 298.21, -21.14
261.83,  -23.41, 1.00, 298.21, -21.14
262.23,  -23.51, 1.00, 298.21, -21.14
262.64,  -23.58, 1.00, 298.20, -21.14
263.06,  -23.63, 0.99, 298.20, -21.14
263.51,  -23.65, 0.99, 298.20, -21.14
264.00,  -23.66, 0.99, 298.19, -21.14
264.55,  -23.66, 0.99, 298.19, -21.14
265.15,  -23.65, 0.99, 298.19, -21.14
265.80,  -23.63, 0.99, 298.19, -21.14
266.52,  -23.62, 0.99, 298.18, -21.15
267.28,  -23.61, 0.99, 298.18, -21.15
268.08,  -23.62, 0.99, 298.18, -21.15
268.91,  -23.64, 0.99, 298.17, -21.15
269.77,  -23.67, 0.99, 298.17, -21.15
270.62,  -23.73, 0.98, 298.17, -21.15
271.47,  -23.80, 0.98, 298.16, -21.15
272.30,  -23.89, 0.98, 298.16, -21.15
273.10,  -23.99, 0.98, 298.16, -21.15
273.85,  -24.10, 0.98, 298.16, -21.15
274.55,  -24.22, 0.98, 298.15, -21.15
275.20,  -24.35, 0.98, 298.15, -21.15
275.78,  -24.46, 0.98, 298.15, -21.15
276.32,  -24.57, 0.97, 298.14, -21.15
276.80,  -24.67, 0.97, 298.14, -21.15
277.24,  -24.74, 0.97, 298.14, -21.16
277.66,  -24.80, 0.97, 298.13, -21.16
278.06,  -24.83, 0.97, 298.13, -21.16
278.46,  -24.83, 0.97, 298.13, -21.16
278.88,  -24.81, 0.96, 298.12, -21.16
279.32,  -24.77, 0.96, 298.12, -21.16
279.81,  -24.72, 0.96, 298.12, -21.16
280.35,  -24.64, 0.96, 298.11, -21.16
280.94,  -24.57, 0.96, 298.11, -21.16
281.59,  -24.48, 0.96, 298.11, -21.16
282.29,  -24.41, 0.95, 298.10, -21.16
283.05,  -24.33, 0.95, 298.10, -21.16
283.84,  -24.28, 0.95, 298.10, -21.16
284.66,  -24.23, 0.95, 298.09, -21.16
285.50,  -24.20, 0.95, 298.09, -21.16
286.34,  -24.19, 0.94, 298.09, -21.17
287.17,  -24.20, 0.94, 298.09, -21.17
287.99,  -24.23, 0.94, 298.08, -21.17
288.76,  -24.27, 0.94, 298.08, -21.17
289.50,  -24.32, 0.93, 298.08, -21.17
290.18,  -24.37, 0.93, 298.07, -21.17
290.80,  -24.43, 0.93, 298.07, -21.17
291.37,  -24.49, 0.93, 298.07, -21.17
291.89,  -24.53, 0.93, 298.06, -21.17
292.35,  -24.56, 0.92, 298.06, -21.17
292.77,  -24.57, 0.92, 298.06, -21.17
293.17,  -24.56, 0.92, 298.05, -21.17
293.55,  -24.53, 0.92, 298.05, -21.17
293.94,  -24.47, 0.91, 298.05, -21.17
294.34,  -24.39, 0.91, 298.04, -21.18
294.77,  -24.29, 0.91, 298.04, -21.18
295.23,  -24.17, 0.91, 298.04, -21.18
295.75,  -24.04, 0.90, 298.03, -21.18
296.32,  -23.91, 0.90, 298.03, -21.18
296.95,  -23.77, 0.90, 298.03, -21.18
297.63,  -23.63, 0.89, 298.02, -21.18
298.36,  -23.51, 0.89, 298.02, -21.18
299.12,  -23.39, 0.89, 298.02, -21.18
299.91,  -23.29, 0.89, 298.01, -21.18
300.72,  -23.21, 0.88, 298.01, -21.18
301.53,  -23.15, 0.88, 298.01, -21.18
302.33,  -23.10, 0.88, 298.00, -21.18
303.10,  -23.07, 0.87, 298.00, -21.18
303.84,  -23.05, 0.87, 298.00, -21.18
304.54,  -23.04, 0.87, 297.99, -21.19
305.19,  -23.03, 0.87, 297.99, -21.19
305.78,  -23.03, 0.86, 297.99, -21.19
306.31,  -23.02, 0.86, 297.98, -21.19
306.79,  -23.01, 0.86, 297.98, -21.19
307.22,  -22.98, 0.85, 297.98, -21.19
307.62,  -22.93, 0.85, 297.97, -21.19
307.98,  -22.86, 0.85, 297.97, -21.19
308.34,  -22.77, 0.84, 297.97, -21.19
308.69,  -22.66, 0.84, 297.96, -21.19
309.07,  -22.53, 0.84, 297.96, -21.19
309.47,  -22.38, 0.83, 297.96, -21.19
309.91,  -22.21, 0.83, 297.95, -21.19
310.40,  -22.04, 0.83, 297.95, -21.19
310.94,  -21.86, 0.82, 297.95, -21.20
311.54,  -21.68, 0.82, 297.94, -21.20
312.19,  -21.50, 0.82, 297.94, -21.20
312.88,  -21.34, 0.81, 297.94, -21.20
313.60,  -21.18, 0.81, 297.93, -21.20
314.36,  -21.04, 0.81, 297.93, -21.20
315.12,  -20.92, 0.80, 297.93, -21.20
315.89,  -20.81, 0.80, 297.92, -21.20
316.64,  -20.71, 0.80, 297.92, -21.20
317.37,  -20.63, 0.79, 297.92, -21.20
318.07,  -20.56, 0.79, 297.91, -21.20
318.72,  -20.50, 0.79, 297.91, -21.20
319.32,  -20.44, 0.78, 297.91, -21.20
319.87,  -20.39, 0.78, 297.90, -21.21
320.36,  -20.33, 0.78, 297.90, -21.21
320.79,  -20.26, 0.77, 297.90, -21.21
321.19,  -20.17, 0.77, 297.89, -21.21
321.54,  -20.08, 0.77, 297.89, -21.21
321.88,  -19.96, 0.76, 297.88, -21.21
322.20,  -19.83, 0.76, 297.88, -21.21
322.53,  -19.67, 0.76, 297.88, -21.21
322.87,  -19.50, 0.75, 297.87, -21.21
323.25,  -19.32, 0.75, 297.87, -21.21
323.66,  -19.12, 0.74, 297.87, -21.21
324.13,  -18.92, 0.74, 297.86, -21.21
324.64,  -18.71, 0.74, 297.86, -21.21
325.21,  -18.51, 0.73, 297.86, -21.21
325.82,  -18.30, 0.73, 297.85, -21.22
326.48,  -18.11, 0.73, 297.85, -21.22
327.17,  -17.93, 0.72, 297.85, -21.22
327.88,  -17.76, 0.72, 297.84, -21.22
328.60,  -17.60, 0.71, 297.84, -21.22
329.33,  -17.46, 0.71, 297.84, -21.22
330.04,  -17.33, 0.71, 297.83, -21.22
330.72,  -17.21, 0.70, 297.83, -21.22
331.37,  -17.10, 0.70, 297.83, -21.22
331.97,  -17.00, 0.70, 297.82, -21.22
332.52,  -16.90, 0.69, 297.82, -21.22
333.02,  -16.80, 0.69, 297.81, -21.22
333.47,  -16.69, 0.68, 297.81, -21.22
333.86,  -16.58, 0.68, 297.81, -21.23
334.22,  -16.45, 0.68, 297.80, -21.23
334.54,  -16.31, 0.67, 297.80, -21.23
334.84,  -16.16, 0.67, 297.80, -21.23
335.14,  -15.99, 0.66, 297.79, -21.23
335.44,  -15.81, 0.66, 297.79, -21.23
335.76,  -15.62, 0.66, 297.78, -21.23
336.12,  -15.41, 0.65, 297.78, -21.23
336.51,  -15.19, 0.65, 297.78, -21.23
336.95,  -14.98, 0.65, 297.77, -21.23
337.45,  -14.76, 0.64, 297.77, -21.23
337.99,  -14.54, 0.64, 297.77, -21.23
338.58,  -14.32, 0.63, 297.76, -21.23
339.21,  -14.12, 0.63, 297.76, -21.23
339.87,  -13.92, 0.63, 297.76, -21.24
340.54,  -13.73, 0.62, 297.75, -21.24
341.23,  -13.56, 0.62, 297.75, -21.24
341.92,  -13.39, 0.61, 297.75, -21.24
342.58,  -13.24, 0.61, 297.74, -21.24
343.23,  -13.09, 0.61, 297.74, -21.24
343.83,  -12.95, 0.60, 297.73, -21.24
344.39,  -12.81, 0.60, 297.73, -21.24
344.90,  -12.67, 0.59, 297.73, -21.24
345.36,  -12.53, 0.59, 297.72, -21.24
345.76,  -12.39, 0.59, 297.72, -21.24
346.12,  -12.24, 0.58, 297.72, -21.24
346.44,  -12.08, 0.58, 297.71, -21.25
346.74,  -11.91, 0.57, 297.71, -21.25
347.01,  -11.73, 0.57, 297.70, -21.25
347.29,  -11.54, 0.57, 297.70, -21.25
347.57,  -11.34, 0.56, 297.70, -21.25
347.88,  -11.13, 0.56, 297.69, -21.25
348.22,  -10.92, 0.55, 297.69, -21.25
348.60,  -10.70, 0.55, 297.68, -21.25
349.03,  -10.48, 0.55, 297.68, -21.25
349.52,  -10.25, 0.54, 297.68, -21.25
350.04,  -10.03, 0.54, 297.67, -21.25
350.62,  -9.82, 0.53, 297.67, -21.25
351.23,  -9.61, 0.53, 297.67, -21.25
351.87,  -9.40, 0.53, 297.66, -21.25
352.52,  -9.21, 0.52, 297.66, -21.26
353.19,  -9.02, 0.52, 297.66, -21.26
353.84,  -8.84, 0.51, 297.65, -21.26
354.48,  -8.66, 0.51, 297.65, -21.26
355.08,  -8.49, 0.51, 297.64, -21.26
355.65,  -8.32, 0.50, 297.64, -21.26
356.17,  -8.16, 0.50, 297.64, -21.26
356.65,  -7.99, 0.49, 297.63, -21.26
357.07,  -7.82, 0.49, 297.63, -21.26
357.45,  -7.65, 0.49, 297.62, -21.26
357.78,  -7.47, 0.48, 297.62, -21.26
358.07,  -7.29, 0.48, 297.62, -21.26
358.35,  -7.10, 0.47, 297.61, -21.27
358.61,  -6.91, 0.47, 297.61, -21.27
358.87,  -6.70, 0.47, 297.60, -21.27
359.14,  -6.50, 0.46, 297.60, -21.27
359.44,  -6.28, 0.46, 297.60, -21.27
359.78,  -6.07, 0.45, 297.59, -21.27
0.17,  -5.85, 0.45, 297.59, -21.27
0.60,  -5.64, 0.45, 297.59, -21.27
1.08,  -5.42, 0.44, 297.58, -21.27
1.61,  -5.21, 0.44, 297.58, -21.27
2.18,  -5.00, 0.44, 297.57, -21.27
2.78,  -4.79, 0.43, 297.57, -21.27
3.41,  -4.59, 0.43, 297.57, -21.27
4.05,  -4.39, 0.42, 297.56, -21.28
4.70,  -4.19, 0.42, 297.56, -21.28
5.33,  -4.00, 0.42, 297.56, -21.28
5.95,  -3.81, 0.41, 297.55, -21.28
6.53,  -3.62, 0.41, 297.55, -21.28
7.07,  -3.43, 0.40, 297.54, -21.28
7.57,  -3.24, 0.40, 297.54, -21.28
8.02,  -3.05, 0.40, 297.54, -21.28
8.42,  -2.86, 0.39, 297.53, -21.28
8.77,  -2.67, 0.39, 297.53, -21.28
9.08,  -2.47, 0.38, 297.52, -21.28
9.36,  -2.27, 0.38, 297.52, -21.28
9.62,  -2.07, 0.38, 297.52, -21.29
9.87,  -1.87, 0.37, 297.51, -21.29
10.13,  -1.66, 0.37, 297.51, -21.29
10.41,  -1.46, 0.37, 297.50, -21.29
10.72,  -1.25, 0.36, 297.50, -21.29
11.06,  -1.04, 0.36, 297.50, -21.29
11.46,  -0.84, 0.35, 297.49, -21.29
11.90,  -0.64, 0.35, 297.49, -21.29
12.39,  -0.43, 0.35, 297.48, -21.29
12.92,  -0.23, 0.34, 297.48, -21.29
13.50,  -0.03, 0.34, 297.48, -21.29
14.11,  0.16, 0.34, 297.47, -21.29
14.74,  0.36, 0.33, 297.47, -21.29
15.38,  0.56, 0.33, 297.46, -21.30
16.02,  0.76, 0.32, 297.46, -21.30
16.65,  0.96, 0.32, 297.46, -21.30
17.25,  1.16, 0.32, 297.45, -21.30
17.82,  1.36, 0.31, 297.45, -21.30
18.35,  1.57, 0.31, 297.44, -21.30
18.83,  1.78, 0.31, 297.44, -21.30
19.26,  1.98, 0.30, 297.44, -21.30
19.65,  2.19, 0.30, 297.43, -21.30
19.99,  2.40, 0.29, 297.43, -21.30
20.29,  2.61, 0.29, 297.42, -21.30
20.56,  2.81, 0.29, 297.42, -21.30
20.82,  3.02, 0.28, 297.41, -21.31
21.07,  3.22, 0.28, 297.41, -21.31
21.34,  3.42, 0.28, 297.41, -21.31
21.63,  3.61, 0.27, 297.40, -21.31
21.95,  3.80, 0.27, 297.40, -21.31
22.31,  3.99, 0.27, 297.39, -21.31
22.73,  4.18, 0.26, 297.39, -21.31
23.19,  4.36, 0.26, 297.39, -21.31
23.70,  4.54, 0.26, 297.38, -21.31
24.26,  4.73, 0.25, 297.38, -21.31
24.85,  4.91, 0.25, 297.37, -21.31
25.48,  5.10, 0.25, 297.37, -21.31
26.12,  5.29, 0.24, 297.37, -21.32
26.77,  5.48, 0.24, 297.36, -21.32
27.42,  5.68, 0.24, 297.36, -21.32
28.05,  5.88, 0.23, 297.35, -21.32
28.65,  6.09, 0.23, 297.35, -21.32
29.22,  6.30, 0.23, 297.35, -21.32
29.74,  6.52, 0.22, 297.34, -21.32
30.21,  6.74, 0.22, 297.34, -21.32
30.64,  6.95, 0.22, 297.33, -21.32
31.02,  7.17, 0.21, 297.33, -21.32
31.35,  7.39, 0.21, 297.32, -21.32
31.66,  7.60, 0.21, 297.32, -21.32
31.93,  7.80, 0.20, 297.32, -21.33
32.20,  8.00, 0.20, 297.31, -21.33
32.46,  8.19, 0.20, 297.31, -21.33
32.75,  8.37, 0.19, 297.30, -21.33
33.06,  8.55, 0.19, 297.30, -21.33
33.40,  8.71, 0.19, 297.30, -21.33
33.79,  8.88, 0.18, 297.29, -21.33
34.23,  9.04, 0.18, 297.29, -21.33
34.73,  9.19, 0.18, 297.28, -21.33
35.27,  9.35, 0.17, 297.28, -21.33
35.85,  9.51, 0.17, 297.28, -21.33
36.47,  9.68, 0.17, 297.27, -21.33
37.12,  9.85, 0.16, 297.27, -21.34
37.79,  10.02, 0.16, 297.26, -21.34
38.46,  10.21, 0.16, 297.26, -21.34
39.12,  10.40, 0.16, 297.25, -21.34
39.77,  10.61, 0.15, 297.25, -21.34
40.38,  10.81, 0.15, 297.25, -21.34
40.95,  11.03, 0.15, 297.24, -21.34
41.48,  11.25, 0.14, 297.24, -21.34
41.96,  11.47, 0.14, 297.23, -21.34
42.39,  11.69, 0.14, 297.23, -21.34
42.78,  11.90, 0.14, 297.22, -21.34
43.12,  12.12, 0.13, 297.22, -21.34
43.43,  12.32, 0.13, 297.22, -21.35
43.72,  12.51, 0.13, 297.21, -21.35
44.00,  12.69, 0.13, 297.21, -21.35
44.28,  12.86, 0.12, 297.20, -21.35
44.59,  13.02, 0.12, 297.20, -21.35
44.93,  13.16, 0.12, 297.19, -21.35
45.30,  13.30, 0.11, 297.19, -21.35
45.73,  13.43, 0.11, 297.19, -21.35
46.21,  13.56, 0.11, 297.18, -21.35
46.74,  13.68, 0.11, 297.18, -21.35
47.32,  13.81, 0.10, 297.17, -21.35
47.94,  13.94, 0.10, 297.17, -21.35
48.60,  14.08, 0.10, 297.16, -21.36
49.28,  14.23, 0.10, 297.16, -21.36
49.98,  14.39, 0.09, 297.16, -21.36
50.68,  14.56, 0.09, 297.15, -21.36
51.36,  14.74, 0.09, 297.15, -21.36
52.03,  14.93, 0.09, 297.14, -21.36
52.66,  15.13, 0.08, 297.14, -21.36
53.25,  15.34, 0.08, 297.13, -21.36
53.80,  15.55, 0.08, 297.13, -21.36
54.29,  15.76, 0.08, 297.12, -21.36
54.74,  15.98, 0.08, 297.12, -21.36
55.13,  16.18, 0.07, 297.12, -21.37
55.49,  16.38, 0.07, 297.11, -21.37
55.82,  16.56, 0.07, 297.11, -21.37
56.12,  16.73, 0.07, 297.10, -21.37
56.43,  16.88, 0.07, 297.10, -21.37
56.74,  17.02, 0.06, 297.09, -21.37
57.08,  17.14, 0.06, 297.09, -21.37
57.45,  17.25, 0.06, 297.09, -21.37
57.86,  17.35, 0.06, 297.08, -21.37
58.33,  17.44, 0.06, 297.08, -21.37
58.85,  17.52, 0.05, 297.07, -21.37
59.42,  17.61, 0.05, 297.07, -21.37
60.04,  17.70, 0.05, 297.06, -21.38
60.71,  17.79, 0.05, 297.06, -21.38
61.41,  17.90, 0.05, 297.06, -21.38
62.13,  18.02, 0.04, 297.05, -21.38
